#imageName, isWithoutDysgraphia,diffAngle, performanceTime 
sponsors_0_[0].png,0,2.939,2.83
sponsors_0_[1].png,0,2.65,2.854
sponsors_0_[2].png,0,1.652,2.211
sponsors_0_[3].png,0,3.294,3.091
sponsors_0_[4].png,0,0.908,2.179
figures_1_[0].png,1,0,1.026
figures_1_[1].png,1,0,0.948
figures_1_[2].png,1,0,1.202
figures_1_[3].png,1,0,1.34
figures_1_[4].png,1,0,0.813
figures_0_[0].png,0,12.992,1.399
figures_0_[1].png,0,5.576,2.662
figures_0_[2].png,0,8.754,2.601
figures_0_[3].png,0,6.564,1.808
figures_0_[4].png,0,0.963,1.72
testimonials_1_[0].png,1,0,1.34
testimonials_1_[1].png,1,0,0.352
testimonials_1_[2].png,1,0,0.809
testimonials_1_[3].png,1,0,1.279
testimonials_1_[4].png,1,0,0.818
testimonials_0_[0].png,0,7.181,2.238
testimonials_0_[1].png,0,2.858,1.984
testimonials_0_[2].png,0,0.692,2.012
testimonials_0_[3].png,0,2.59,2.747
testimonials_0_[4].png,0,1.619,1.64
pulse_1_[0].png,1,0,0.909
pulse_1_[1].png,1,0,0.454
pulse_1_[2].png,1,0,1.213
pulse_1_[3].png,1,0,1.187
pulse_1_[4].png,1,0,0.294
pulse_0_[0].png,0,2.083,2.506
pulse_0_[1].png,0,1.813,2.218
pulse_0_[2].png,0,2.814,2.297
pulse_0_[3].png,0,0.599,1.915
pulse_0_[4].png,0,0.449,2.849
fox_1_[0].png,1,0,0.521
fox_1_[1].png,1,0,0.854
fox_1_[2].png,1,0,0.662
fox_1_[3].png,1,0,0.491
fox_1_[4].png,1,0,2.176
fox_0_[0].png,0,21.557,2.688
fox_0_[1].png,0,12.035,3.645
fox_0_[2].png,0,1.907,2.747
fox_0_[3].png,0,7.46,3.006
fox_0_[4].png,0,8.694,1.952
married_1_[0].png,1,0,1.049
married_1_[1].png,1,0,0.514
married_1_[2].png,1,0,1.398
married_1_[3].png,1,0,0.927
married_1_[4].png,1,0,1.148
married_0_[0].png,0,1.627,2.637
married_0_[1].png,0,7.765,1.939
married_0_[2].png,0,7.226,3.163
married_0_[3].png,0,20.026,2.428
married_0_[4].png,0,5.013,2.351
trials_1_[0].png,1,0,0.391
trials_1_[1].png,1,0,1.268
trials_1_[2].png,1,0,1.11
trials_1_[3].png,1,0,0.475
trials_1_[4].png,1,0,0.485
trials_0_[0].png,0,1.913,1.847
trials_0_[1].png,0,5.487,3.121
trials_0_[2].png,0,11.716,1.694
trials_0_[3].png,0,10.934,2.676
trials_0_[4].png,0,0.551,1.823
universities_1_[0].png,1,0,1.616
universities_1_[1].png,1,0,0.551
universities_1_[2].png,1,0,0.563
universities_1_[3].png,1,0,1.695
universities_1_[4].png,1,0,1.37
universities_0_[0].png,0,15.871,2.313
universities_0_[1].png,0,13.125,2.223
universities_0_[2].png,0,13.42,2.099
universities_0_[3].png,0,5.749,2.177
universities_0_[4].png,0,0.908,2.164
unlimited_1_[0].png,1,0,1.371
unlimited_1_[1].png,1,0,1.289
unlimited_1_[2].png,1,0,2.048
unlimited_1_[3].png,1,0,1.378
unlimited_1_[4].png,1,0,2.837
unlimited_0_[0].png,0,0.892,2.304
unlimited_0_[1].png,0,4.15,2.679
unlimited_0_[2].png,0,0.034,2.883
unlimited_0_[3].png,0,2.027,2.251
unlimited_0_[4].png,0,6.919,2.197
protected_1_[0].png,1,0,0.746
protected_1_[1].png,1,0,2.593
protected_1_[2].png,1,0,1.34
protected_1_[3].png,1,0,1.665
protected_1_[4].png,1,0,2.238
protected_0_[0].png,0,6.572,2.848
protected_0_[1].png,0,2.378,2.424
protected_0_[2].png,0,4.211,2.746
protected_0_[3].png,0,4.733,2.854
protected_0_[4].png,0,4.456,2.406
tissue_1_[0].png,1,0,0.545
tissue_1_[1].png,1,0,0.679
tissue_1_[2].png,1,0,0.337
tissue_1_[3].png,1,0,0.901
tissue_1_[4].png,1,0,2.456
tissue_0_[0].png,0,0.834,2.057
tissue_0_[1].png,0,2.273,2.799
tissue_0_[2].png,0,0.524,2.529
tissue_0_[3].png,0,5.725,2.587
tissue_0_[4].png,0,5.177,2.486
technique_1_[0].png,1,0,1.084
technique_1_[1].png,1,0,1.644
technique_1_[2].png,1,0,2.533
technique_1_[3].png,1,0,0.805
technique_1_[4].png,1,0,1.058
technique_0_[0].png,0,1.564,2.249
technique_0_[1].png,0,8.553,1.823
technique_0_[2].png,0,0.55,2.346
technique_0_[3].png,0,2.667,2.439
technique_0_[4].png,0,0.803,2.762
respond_1_[0].png,1,0,1.605
respond_1_[1].png,1,0,1.212
respond_1_[2].png,1,0,0.49
respond_1_[3].png,1,0,2.119
respond_1_[4].png,1,0,1.15
respond_0_[0].png,0,5.871,2.432
respond_0_[1].png,0,1.156,1.906
respond_0_[2].png,0,4.261,1.961
respond_0_[3].png,0,0.285,2.612
respond_0_[4].png,0,8.736,2.315
proposal_1_[0].png,1,0,0.725
proposal_1_[1].png,1,0,0.689
proposal_1_[2].png,1,0,0.896
proposal_1_[3].png,1,0,1.257
proposal_1_[4].png,1,0,0.679
proposal_0_[0].png,0,0.111,2.366
proposal_0_[1].png,0,0.244,3.09
proposal_0_[2].png,0,0.927,1.95
proposal_0_[3].png,0,2.991,2.537
proposal_0_[4].png,0,3.862,2.657
nz_1_[0].png,1,0,1.758
nz_1_[1].png,1,0,0.28
nz_1_[2].png,1,0,1.183
nz_1_[3].png,1,0,1.607
nz_1_[4].png,1,0,0.478
nz_0_[0].png,0,5.176,2.854
nz_0_[1].png,0,9.317,1.939
nz_0_[2].png,0,6.509,2.088
nz_0_[3].png,0,10.62,2.159
nz_0_[4].png,0,3.302,2.758
contractors_1_[0].png,1,0,1.155
contractors_1_[1].png,1,0,1.329
contractors_1_[2].png,1,0,0.23
contractors_1_[3].png,1,0,1.125
contractors_1_[4].png,1,0,1.548
contractors_0_[0].png,0,2.526,2.83
contractors_0_[1].png,0,3.753,2.854
contractors_0_[2].png,0,0.744,2.211
contractors_0_[3].png,0,1.273,3.091
contractors_0_[4].png,0,5.625,2.179
sizes_1_[0].png,1,0,0.213
sizes_1_[1].png,1,0,0.848
sizes_1_[2].png,1,0,1.561
sizes_1_[3].png,1,0,0.546
sizes_1_[4].png,1,0,0.646
sizes_0_[0].png,0,9.593,2.632
sizes_0_[1].png,0,3.415,2.189
sizes_0_[2].png,0,5.977,2.675
sizes_0_[3].png,0,2.489,2.784
sizes_0_[4].png,0,1.487,2.015
sharing_1_[0].png,1,0,0.664
sharing_1_[1].png,1,0,0.813
sharing_1_[2].png,1,0,0.513
sharing_1_[3].png,1,0,0.537
sharing_1_[4].png,1,0,0.316
sharing_0_[0].png,0,0.684,2.977
sharing_0_[1].png,0,9.131,2.571
sharing_0_[2].png,0,4.348,2.282
sharing_0_[3].png,0,0.076,3.16
sharing_0_[4].png,0,1.452,2.283
memorabilia_1_[0].png,1,0,0.909
memorabilia_1_[1].png,1,0,0.454
memorabilia_1_[2].png,1,0,1.213
memorabilia_1_[3].png,1,0,1.187
memorabilia_1_[4].png,1,0,0.294
memorabilia_0_[0].png,0,5.726,2.506
memorabilia_0_[1].png,0,2.251,2.218
memorabilia_0_[2].png,0,0.391,2.297
memorabilia_0_[3].png,0,3.97,1.915
memorabilia_0_[4].png,0,0.23,2.849
plain_1_[0].png,1,0,1.043
plain_1_[1].png,1,0,2.14
plain_1_[2].png,1,0,0.66
plain_1_[3].png,1,0,1.511
plain_1_[4].png,1,0,1.746
plain_0_[0].png,0,0.18,2.746
plain_0_[1].png,0,10.072,1.921
plain_0_[2].png,0,2.688,2.112
plain_0_[3].png,0,0.97,2.151
plain_0_[4].png,0,13.172,1.807
milfhunter_1_[0].png,1,0,0.521
milfhunter_1_[1].png,1,0,0.854
milfhunter_1_[2].png,1,0,0.662
milfhunter_1_[3].png,1,0,0.491
milfhunter_1_[4].png,1,0,2.176
milfhunter_0_[0].png,0,6.418,2.688
milfhunter_0_[1].png,0,0.225,3.645
milfhunter_0_[2].png,0,6.059,2.747
milfhunter_0_[3].png,0,1.33,3.006
milfhunter_0_[4].png,0,2.59,1.952
philadelphia_1_[0].png,1,0,1.52
philadelphia_1_[1].png,1,0,0.481
philadelphia_1_[2].png,1,0,0.589
philadelphia_1_[3].png,1,0,1.144
philadelphia_1_[4].png,1,0,0.32
philadelphia_0_[0].png,0,1.978,2.017
philadelphia_0_[1].png,0,3.449,2.522
philadelphia_0_[2].png,0,6.999,2.315
philadelphia_0_[3].png,0,3.284,2.393
philadelphia_0_[4].png,0,1.036,2.443
clinton_1_[0].png,1,0,1.616
clinton_1_[1].png,1,0,0.551
clinton_1_[2].png,1,0,0.563
clinton_1_[3].png,1,0,1.695
clinton_1_[4].png,1,0,1.37
clinton_0_[0].png,0,11.718,2.313
clinton_0_[1].png,0,2.931,2.223
clinton_0_[2].png,0,0.912,2.099
clinton_0_[3].png,0,3.048,2.177
clinton_0_[4].png,0,2.284,2.164
exit_1_[0].png,1,0,0.549
exit_1_[1].png,1,0,0.726
exit_1_[2].png,1,0,0.998
exit_1_[3].png,1,0,1.005
exit_1_[4].png,1,0,1.323
exit_0_[0].png,0,5.565,2.667
exit_0_[1].png,0,4.509,2.263
exit_0_[2].png,0,3.367,2.143
exit_0_[3].png,0,5.784,2.456
exit_0_[4].png,0,1.375,2.683
voting_1_[0].png,1,0,1.371
voting_1_[1].png,1,0,1.289
voting_1_[2].png,1,0,2.048
voting_1_[3].png,1,0,1.378
voting_1_[4].png,1,0,2.837
voting_0_[0].png,0,0.018,2.304
voting_0_[1].png,0,0.346,2.679
voting_0_[2].png,0,1.849,2.883
voting_0_[3].png,0,0.942,2.251
voting_0_[4].png,0,3.937,2.197
portal_1_[0].png,1,0,1.627
portal_1_[1].png,1,0,0.936
portal_1_[2].png,1,0,1.291
portal_1_[3].png,1,0,0.451
portal_1_[4].png,1,0,0.987
portal_0_[0].png,0,0.205,1.987
portal_0_[1].png,0,1.801,1.027
portal_0_[2].png,0,3.272,1.702
portal_0_[3].png,0,18.198,1.661
portal_0_[4].png,0,8.533,1.907
masters_1_[0].png,1,0,1.084
masters_1_[1].png,1,0,1.644
masters_1_[2].png,1,0,2.533
masters_1_[3].png,1,0,0.805
masters_1_[4].png,1,0,1.058
masters_0_[0].png,0,8.997,2.249
masters_0_[1].png,0,4.256,1.823
masters_0_[2].png,0,0.792,2.346
masters_0_[3].png,0,3.141,2.439
masters_0_[4].png,0,2.584,2.762
entered_1_[0].png,1,0,1.641
entered_1_[1].png,1,0,1.921
entered_1_[2].png,1,0,0.992
entered_1_[3].png,1,0,1.741
entered_1_[4].png,1,0,0.412
entered_0_[0].png,0,1.661,2.455
entered_0_[1].png,0,2.234,1.974
entered_0_[2].png,0,10.719,3.592
entered_0_[3].png,0,4.075,1.878
entered_0_[4].png,0,5.204,2.813
courts_1_[0].png,1,0,1.605
courts_1_[1].png,1,0,1.212
courts_1_[2].png,1,0,0.49
courts_1_[3].png,1,0,2.119
courts_1_[4].png,1,0,1.15
courts_0_[0].png,0,21.712,2.432
courts_0_[1].png,0,2.211,1.906
courts_0_[2].png,0,0.47,1.961
courts_0_[3].png,0,2.521,2.612
courts_0_[4].png,0,5.679,2.315
waiting_1_[0].png,1,0,0.697
waiting_1_[1].png,1,0,1.002
waiting_1_[2].png,1,0,2.519
waiting_1_[3].png,1,0,1.199
waiting_1_[4].png,1,0,1.447
waiting_0_[0].png,0,0.693,2.268
waiting_0_[1].png,0,8.587,1.414
waiting_0_[2].png,0,3.624,2.617
waiting_0_[3].png,0,6.084,2.548
waiting_0_[4].png,0,11.725,1.777
bonds_1_[0].png,1,0,1.155
bonds_1_[1].png,1,0,1.329
bonds_1_[2].png,1,0,0.23
bonds_1_[3].png,1,0,1.125
bonds_1_[4].png,1,0,1.548
bonds_0_[0].png,0,5.205,2.83
bonds_0_[1].png,0,5.568,2.854
bonds_0_[2].png,0,3.894,2.211
bonds_0_[3].png,0,2.663,3.091
bonds_0_[4].png,0,9.348,2.179
iran_1_[0].png,1,0,1.485
iran_1_[1].png,1,0,0.804
iran_1_[2].png,1,0,0.649
iran_1_[3].png,1,0,1.637
iran_1_[4].png,1,0,0.775
iran_0_[0].png,0,8.849,3.092
iran_0_[1].png,0,8.695,2.046
iran_0_[2].png,0,6.648,1.811
iran_0_[3].png,0,0.077,2.862
iran_0_[4].png,0,3.443,2.091
notices_1_[0].png,1,0,0.213
notices_1_[1].png,1,0,0.848
notices_1_[2].png,1,0,1.561
notices_1_[3].png,1,0,0.546
notices_1_[4].png,1,0,0.646
notices_0_[0].png,0,5.096,2.632
notices_0_[1].png,0,6.877,2.189
notices_0_[2].png,0,2.07,2.675
notices_0_[3].png,0,6.923,2.784
notices_0_[4].png,0,4.954,2.015
birthday_1_[0].png,1,0,1.489
birthday_1_[1].png,1,0,1.736
birthday_1_[2].png,1,0,1.761
birthday_1_[3].png,1,0,1.25
birthday_1_[4].png,1,0,0.798
birthday_0_[0].png,0,2.52,2.666
birthday_0_[1].png,0,22.317,2.655
birthday_0_[2].png,0,5.545,1.558
birthday_0_[3].png,0,24.662,2.451
birthday_0_[4].png,0,8.298,2.837
cartridge_1_[0].png,1,0,0.521
cartridge_1_[1].png,1,0,0.854
cartridge_1_[2].png,1,0,0.662
cartridge_1_[3].png,1,0,0.491
cartridge_1_[4].png,1,0,2.176
cartridge_0_[0].png,0,13.726,2.688
cartridge_0_[1].png,0,2.854,3.645
cartridge_0_[2].png,0,4.804,2.747
cartridge_0_[3].png,0,0.386,3.006
cartridge_0_[4].png,0,8.422,1.952
arm_1_[0].png,1,0,1.178
arm_1_[1].png,1,0,0.865
arm_1_[2].png,1,0,2.105
arm_1_[3].png,1,0,1.021
arm_1_[4].png,1,0,1.799
arm_0_[0].png,0,1.602,2.223
arm_0_[1].png,0,4.155,1.941
arm_0_[2].png,0,7.644,1.597
arm_0_[3].png,0,1.967,2.02
arm_0_[4].png,0,1.179,1.457
beta_1_[0].png,1,0,2.229
beta_1_[1].png,1,0,1.548
beta_1_[2].png,1,0,1.541
beta_1_[3].png,1,0,0.666
beta_1_[4].png,1,0,0.847
beta_0_[0].png,0,36.501,2.086
beta_0_[1].png,0,6.092,2.311
beta_0_[2].png,0,3.591,1.315
beta_0_[3].png,0,14.765,1.957
beta_0_[4].png,0,1.498,2.506
subscriptions_1_[0].png,1,0,1.043
subscriptions_1_[1].png,1,0,2.14
subscriptions_1_[2].png,1,0,0.66
subscriptions_1_[3].png,1,0,1.511
subscriptions_1_[4].png,1,0,1.746
subscriptions_0_[0].png,0,1.317,2.746
subscriptions_0_[1].png,0,9.548,1.921
subscriptions_0_[2].png,0,0.277,2.112
subscriptions_0_[3].png,0,5.23,2.151
subscriptions_0_[4].png,0,1.78,1.807
alberta_1_[0].png,1,0,1.371
alberta_1_[1].png,1,0,1.289
alberta_1_[2].png,1,0,2.048
alberta_1_[3].png,1,0,1.378
alberta_1_[4].png,1,0,2.837
alberta_0_[0].png,0,4.169,2.304
alberta_0_[1].png,0,2.457,2.679
alberta_0_[2].png,0,1.513,2.883
alberta_0_[3].png,0,1.697,2.251
alberta_0_[4].png,0,0.652,2.197
keys_1_[0].png,1,0,0.789
keys_1_[1].png,1,0,0.33
keys_1_[2].png,1,0,0.67
keys_1_[3].png,1,0,0.213
keys_1_[4].png,1,0,1.973
keys_0_[0].png,0,7.565,2.553
keys_0_[1].png,0,3.808,2.307
keys_0_[2].png,0,11.668,3.266
keys_0_[3].png,0,9.574,1.317
keys_0_[4].png,0,3.417,2.655
fail_1_[0].png,1,0,0.701
fail_1_[1].png,1,0,0.829
fail_1_[2].png,1,0,1.639
fail_1_[3].png,1,0,0.915
fail_1_[4].png,1,0,0.305
fail_0_[0].png,0,0.306,2.999
fail_0_[1].png,0,4.215,2.563
fail_0_[2].png,0,6.826,1.86
fail_0_[3].png,0,1.983,2.385
fail_0_[4].png,0,7.488,2.951
calculate_1_[0].png,1,0,0.549
calculate_1_[1].png,1,0,0.726
calculate_1_[2].png,1,0,0.998
calculate_1_[3].png,1,0,1.005
calculate_1_[4].png,1,0,1.323
calculate_0_[0].png,0,4.604,2.667
calculate_0_[1].png,0,4.463,2.263
calculate_0_[2].png,0,1.74,2.143
calculate_0_[3].png,0,0.435,2.456
calculate_0_[4].png,0,0.303,2.683
launch_1_[0].png,1,0,1.919
launch_1_[1].png,1,0,1.571
launch_1_[2].png,1,0,1.009
launch_1_[3].png,1,0,0.263
launch_1_[4].png,1,0,1.311
launch_0_[0].png,0,3.397,2.479
launch_0_[1].png,0,1.696,2.575
launch_0_[2].png,0,10.163,2.036
launch_0_[3].png,0,5.315,2.328
launch_0_[4].png,0,2.555,2.161
gratis_1_[0].png,1,0,0.326
gratis_1_[1].png,1,0,0.912
gratis_1_[2].png,1,0,0.884
gratis_1_[3].png,1,0,1.222
gratis_1_[4].png,1,0,1.905
gratis_0_[0].png,0,3.308,2.556
gratis_0_[1].png,0,2.923,2.802
gratis_0_[2].png,0,10.993,2.561
gratis_0_[3].png,0,1.089,2.9
gratis_0_[4].png,0,13.582,1.81
explanation_1_[0].png,1,0,1.605
explanation_1_[1].png,1,0,1.212
explanation_1_[2].png,1,0,0.49
explanation_1_[3].png,1,0,2.119
explanation_1_[4].png,1,0,1.15
explanation_0_[0].png,0,11.412,2.432
explanation_0_[1].png,0,0.154,1.906
explanation_0_[2].png,0,2.829,1.961
explanation_0_[3].png,0,0.852,2.612
explanation_0_[4].png,0,3.426,2.315
mc_1_[0].png,1,0,1.641
mc_1_[1].png,1,0,1.921
mc_1_[2].png,1,0,0.992
mc_1_[3].png,1,0,1.741
mc_1_[4].png,1,0,0.412
mc_0_[0].png,0,0.389,2.455
mc_0_[1].png,0,3.991,1.974
mc_0_[2].png,0,0.79,3.592
mc_0_[3].png,0,0.641,1.878
mc_0_[4].png,0,2.358,2.813
wave_1_[0].png,1,0,0.789
wave_1_[1].png,1,0,1.396
wave_1_[2].png,1,0,0.435
wave_1_[3].png,1,0,0.64
wave_1_[4].png,1,0,0.763
wave_0_[0].png,0,0.185,1.639
wave_0_[1].png,0,10.538,3.721
wave_0_[2].png,0,0.976,1.029
wave_0_[3].png,0,9.445,3.304
wave_0_[4].png,0,0.331,2.51
banking_1_[0].png,1,0,1.57
banking_1_[1].png,1,0,0.704
banking_1_[2].png,1,0,0.343
banking_1_[3].png,1,0,1.01
banking_1_[4].png,1,0,0.417
banking_0_[0].png,0,5.449,3.131
banking_0_[1].png,0,1.287,2.383
banking_0_[2].png,0,6.038,2.117
banking_0_[3].png,0,3.073,2.382
banking_0_[4].png,0,6.044,1.99
folk_1_[0].png,1,0,0.213
folk_1_[1].png,1,0,0.848
folk_1_[2].png,1,0,1.561
folk_1_[3].png,1,0,0.546
folk_1_[4].png,1,0,0.646
folk_0_[0].png,0,3.449,2.632
folk_0_[1].png,0,12.671,2.189
folk_0_[2].png,0,1.678,2.675
folk_0_[3].png,0,2.48,2.784
folk_0_[4].png,0,16.247,2.015
detroit_1_[0].png,1,0,1.485
detroit_1_[1].png,1,0,0.804
detroit_1_[2].png,1,0,0.649
detroit_1_[3].png,1,0,1.637
detroit_1_[4].png,1,0,0.775
detroit_0_[0].png,0,7.273,3.092
detroit_0_[1].png,0,2.306,2.046
detroit_0_[2].png,0,3.795,1.811
detroit_0_[3].png,0,4.188,2.862
detroit_0_[4].png,0,2.518,2.091
checking_1_[0].png,1,0,0.503
checking_1_[1].png,1,0,0.971
checking_1_[2].png,1,0,0.744
checking_1_[3].png,1,0,1.119
checking_1_[4].png,1,0,0.983
checking_0_[0].png,0,0.906,2.843
checking_0_[1].png,0,7.333,2.395
checking_0_[2].png,0,1.233,2.277
checking_0_[3].png,0,10.701,2.449
checking_0_[4].png,0,6.513,2.352
org_1_[0].png,1,0,1.043
org_1_[1].png,1,0,2.14
org_1_[2].png,1,0,0.66
org_1_[3].png,1,0,1.511
org_1_[4].png,1,0,1.746
org_0_[0].png,0,2.517,2.746
org_0_[1].png,0,30.444,1.921
org_0_[2].png,0,3.368,2.112
org_0_[3].png,0,0.465,2.151
org_0_[4].png,0,2.469,1.807
officials_1_[0].png,1,0,1.309
officials_1_[1].png,1,0,1.379
officials_1_[2].png,1,0,1.603
officials_1_[3].png,1,0,1.462
officials_1_[4].png,1,0,0.557
officials_0_[0].png,0,7.41,2.306
officials_0_[1].png,0,4.323,1.947
officials_0_[2].png,0,3.083,1.992
officials_0_[3].png,0,0.276,1.599
officials_0_[4].png,0,1.926,2.241
alexander_1_[0].png,1,0,1.178
alexander_1_[1].png,1,0,0.865
alexander_1_[2].png,1,0,2.105
alexander_1_[3].png,1,0,1.021
alexander_1_[4].png,1,0,1.799
alexander_0_[0].png,0,2.112,2.223
alexander_0_[1].png,0,2.38,1.941
alexander_0_[2].png,0,3.084,1.597
alexander_0_[3].png,0,2.891,2.02
alexander_0_[4].png,0,2.987,1.457
costa_1_[0].png,1,0,1.974
costa_1_[1].png,1,0,0.847
costa_1_[2].png,1,0,1.003
costa_1_[3].png,1,0,0.557
costa_1_[4].png,1,0,1.492
costa_0_[0].png,0,2.734,2.525
costa_0_[1].png,0,3.874,2.1
costa_0_[2].png,0,2.592,2.096
costa_0_[3].png,0,3.22,1.953
costa_0_[4].png,0,4.065,2.007
commons_1_[0].png,1,0,0.549
commons_1_[1].png,1,0,0.726
commons_1_[2].png,1,0,0.998
commons_1_[3].png,1,0,1.005
commons_1_[4].png,1,0,1.323
commons_0_[0].png,0,3.964,2.667
commons_0_[1].png,0,2.615,2.263
commons_0_[2].png,0,1.593,2.143
commons_0_[3].png,0,0.451,2.456
commons_0_[4].png,0,6.648,2.683
brian_1_[0].png,1,0,1.255
brian_1_[1].png,1,0,1.259
brian_1_[2].png,1,0,0.601
brian_1_[3].png,1,0,0.487
brian_1_[4].png,1,0,1.617
brian_0_[0].png,0,4.445,2.521
brian_0_[1].png,0,3.759,1.794
brian_0_[2].png,0,8.236,2.746
brian_0_[3].png,0,1.919,1.854
brian_0_[4].png,0,1.272,2.002
broadcast_1_[0].png,1,0,0.789
broadcast_1_[1].png,1,0,0.33
broadcast_1_[2].png,1,0,0.67
broadcast_1_[3].png,1,0,0.213
broadcast_1_[4].png,1,0,1.973
broadcast_0_[0].png,0,5.504,2.553
broadcast_0_[1].png,0,0.078,2.307
broadcast_0_[2].png,0,4.15,3.266
broadcast_0_[3].png,0,1.263,1.317
broadcast_0_[4].png,0,11.452,2.655
belgium_1_[0].png,1,0,1.221
belgium_1_[1].png,1,0,0.636
belgium_1_[2].png,1,0,0.84
belgium_1_[3].png,1,0,0.711
belgium_1_[4].png,1,0,1.004
belgium_0_[0].png,0,1.311,2.033
belgium_0_[1].png,0,4.752,2.297
belgium_0_[2].png,0,4.829,2.942
belgium_0_[3].png,0,3.96,2.993
belgium_0_[4].png,0,4.523,3.107
toward_1_[0].png,1,0,1.075
toward_1_[1].png,1,0,0.439
toward_1_[2].png,1,0,1.005
toward_1_[3].png,1,0,1.383
toward_1_[4].png,1,0,0.989
toward_0_[0].png,0,0.301,1.745
toward_0_[1].png,0,3.666,3.226
toward_0_[2].png,0,1.436,2.007
toward_0_[3].png,0,7.78,2.544
toward_0_[4].png,0,4.526,2.257
cincinnati_1_[0].png,1,0,1.641
cincinnati_1_[1].png,1,0,1.921
cincinnati_1_[2].png,1,0,0.992
cincinnati_1_[3].png,1,0,1.741
cincinnati_1_[4].png,1,0,0.412
cincinnati_0_[0].png,0,2.304,2.455
cincinnati_0_[1].png,0,0.909,1.974
cincinnati_0_[2].png,0,2.609,3.592
cincinnati_0_[3].png,0,0.523,1.878
cincinnati_0_[4].png,0,3.317,2.813
converted_1_[0].png,1,0,1.919
converted_1_[1].png,1,0,1.571
converted_1_[2].png,1,0,1.009
converted_1_[3].png,1,0,0.263
converted_1_[4].png,1,0,1.311
converted_0_[0].png,0,2.169,2.479
converted_0_[1].png,0,1.632,2.575
converted_0_[2].png,0,4.54,2.036
converted_0_[3].png,0,5.839,2.328
converted_0_[4].png,0,3.174,2.161
printable_1_[0].png,1,0,1.139
printable_1_[1].png,1,0,0.828
printable_1_[2].png,1,0,0.492
printable_1_[3].png,1,0,2.51
printable_1_[4].png,1,0,0.871
printable_0_[0].png,0,12.666,2.1
printable_0_[1].png,0,3.07,1.938
printable_0_[2].png,0,1.365,1.878
printable_0_[3].png,0,1.259,2.02
printable_0_[4].png,0,3.885,2.259
won_1_[0].png,1,0,0.983
won_1_[1].png,1,0,1.674
won_1_[2].png,1,0,0.724
won_1_[3].png,1,0,0.771
won_1_[4].png,1,0,0.802
won_0_[0].png,0,2.671,1.758
won_0_[1].png,0,8.955,1.741
won_0_[2].png,0,2.554,1.613
won_0_[3].png,0,0.06,1.065
won_0_[4].png,0,19.937,2.822
metro_1_[0].png,1,0,0.789
metro_1_[1].png,1,0,1.396
metro_1_[2].png,1,0,0.435
metro_1_[3].png,1,0,0.64
metro_1_[4].png,1,0,0.763
metro_0_[0].png,0,4.547,1.639
metro_0_[1].png,0,4.026,3.721
metro_0_[2].png,0,3.489,1.029
metro_0_[3].png,0,3.598,3.304
metro_0_[4].png,0,4.973,2.51
subsection_1_[0].png,1,0,1.485
subsection_1_[1].png,1,0,0.804
subsection_1_[2].png,1,0,0.649
subsection_1_[3].png,1,0,1.637
subsection_1_[4].png,1,0,0.775
subsection_0_[0].png,0,0.291,3.092
subsection_0_[1].png,0,15.695,2.046
subsection_0_[2].png,0,0.675,1.811
subsection_0_[3].png,0,4.629,2.862
subsection_0_[4].png,0,0.208,2.091
holy_1_[0].png,1,0,1.244
holy_1_[1].png,1,0,0.725
holy_1_[2].png,1,0,1.705
holy_1_[3].png,1,0,0.233
holy_1_[4].png,1,0,0.499
holy_0_[0].png,0,3.058,2.851
holy_0_[1].png,0,3.305,2.615
holy_0_[2].png,0,4.756,1.796
holy_0_[3].png,0,1.363,2.341
holy_0_[4].png,0,1.014,2.374
slightly_1_[0].png,1,0,1.28
slightly_1_[1].png,1,0,0.367
slightly_1_[2].png,1,0,1.33
slightly_1_[3].png,1,0,0.243
slightly_1_[4].png,1,0,0.562
slightly_0_[0].png,0,0.884,2.053
slightly_0_[1].png,0,1.911,2.096
slightly_0_[2].png,0,9.17,2.828
slightly_0_[3].png,0,10.243,2.851
slightly_0_[4].png,0,2.924,2.121
toshiba_1_[0].png,1,0,0.503
toshiba_1_[1].png,1,0,0.971
toshiba_1_[2].png,1,0,0.744
toshiba_1_[3].png,1,0,1.119
toshiba_1_[4].png,1,0,0.983
toshiba_0_[0].png,0,1.141,2.843
toshiba_0_[1].png,0,2.876,2.395
toshiba_0_[2].png,0,5.812,2.277
toshiba_0_[3].png,0,10.69,2.449
toshiba_0_[4].png,0,1.509,2.352
fraud_1_[0].png,1,0,1.178
fraud_1_[1].png,1,0,0.865
fraud_1_[2].png,1,0,2.105
fraud_1_[3].png,1,0,1.021
fraud_1_[4].png,1,0,1.799
fraud_0_[0].png,0,7.886,2.223
fraud_0_[1].png,0,0.065,1.941
fraud_0_[2].png,0,12.61,1.597
fraud_0_[3].png,0,4.598,2.02
fraud_0_[4].png,0,11.041,1.457
acts_1_[0].png,1,0,0.999
acts_1_[1].png,1,0,1.556
acts_1_[2].png,1,0,1.253
acts_1_[3].png,1,0,0.234
acts_1_[4].png,1,0,2.475
acts_0_[0].png,0,1.656,2.83
acts_0_[1].png,0,2.237,2.737
acts_0_[2].png,0,6.469,2.864
acts_0_[3].png,0,6.848,1.761
acts_0_[4].png,0,12.892,2.595
assist_1_[0].png,1,0,0.337
assist_1_[1].png,1,0,3.155
assist_1_[2].png,1,0,2.051
assist_1_[3].png,1,0,2.548
assist_1_[4].png,1,0,2.031
assist_0_[0].png,0,0.78,3.172
assist_0_[1].png,0,5.789,1.892
