#imageName, isWithoutDysgraphia,diffAngle, performanceTime 
below_1_[1].png,1,0,1.396
below_1_[2].png,1,0,0.582
below_1_[3].png,1,0,0.417
below_1_[4].png,1,0,1.844
below_0_[0].png,0,0.803,2.404
below_0_[1].png,0,10.306,1.855
below_0_[2].png,0,6.669,2.098
below_0_[3].png,0,4.804,2.712
below_0_[4].png,0,0.633,1.933
cable_1_[0].png,1,0,0.29
cable_1_[1].png,1,0,1.268
cable_1_[2].png,1,0,0.847
cable_1_[3].png,1,0,2.117
cable_1_[4].png,1,0,1.781
cable_0_[0].png,0,7.101,2.294
cable_0_[1].png,0,3.771,2.335
cable_0_[2].png,0,4.299,1.871
cable_0_[3].png,0,15.812,2.046
cable_0_[4].png,0,0.544,2.436
flow_1_[0].png,1,0,1.154
flow_1_[1].png,1,0,0.486
flow_1_[2].png,1,0,1.213
flow_1_[3].png,1,0,1.085
flow_1_[4].png,1,0,1.375
flow_0_[0].png,0,11.648,1.997
flow_0_[1].png,0,0.527,2.629
flow_0_[2].png,0,2.207,2.793
flow_0_[3].png,0,11.2,2.922
flow_0_[4].png,0,5.983,2.639
da_1_[0].png,1,0,0.29
da_1_[1].png,1,0,1.268
da_1_[2].png,1,0,0.847
da_1_[3].png,1,0,2.117
da_1_[4].png,1,0,1.781
da_0_[0].png,0,14.803,2.294
da_0_[1].png,0,8.36,2.335
da_0_[2].png,0,0.423,1.871
da_0_[3].png,0,3.329,2.046
da_0_[4].png,0,17.077,2.436
mobile_1_[0].png,1,0,0.272
mobile_1_[1].png,1,0,2.101
mobile_1_[2].png,1,0,0.585
mobile_1_[3].png,1,0,1.667
mobile_1_[4].png,1,0,1.359
mobile_0_[0].png,0,0.647,2.141
mobile_0_[1].png,0,9.07,2.349
mobile_0_[2].png,0,0.052,3.189
mobile_0_[3].png,0,0.159,2.844
mobile_0_[4].png,0,2.214,3.327
opportunities_1_[0].png,1,0,0.943
opportunities_1_[1].png,1,0,1.69
opportunities_1_[2].png,1,0,2.104
opportunities_1_[3].png,1,0,1.297
opportunities_1_[4].png,1,0,1.107
opportunities_0_[0].png,0,4.967,1.857
opportunities_0_[1].png,0,4.935,1.909
opportunities_0_[2].png,0,1.718,2.321
opportunities_0_[3].png,0,1.783,1.433
opportunities_0_[4].png,0,0.344,3.082
agencies_1_[0].png,1,0,0.29
agencies_1_[1].png,1,0,1.268
agencies_1_[2].png,1,0,0.847
agencies_1_[3].png,1,0,2.117
agencies_1_[4].png,1,0,1.781
agencies_0_[0].png,0,1.003,2.294
agencies_0_[1].png,0,4.16,2.335
agencies_0_[2].png,0,0.56,1.871
agencies_0_[3].png,0,3.565,2.046
agencies_0_[4].png,0,4.421,2.436
cast_1_[0].png,1,0,0.943
cast_1_[1].png,1,0,1.69
cast_1_[2].png,1,0,2.104
cast_1_[3].png,1,0,1.297
cast_1_[4].png,1,0,1.107
cast_0_[0].png,0,12.574,1.857
cast_0_[1].png,0,0.026,1.909
cast_0_[2].png,0,21.628,2.321
cast_0_[3].png,0,5.341,1.433
cast_0_[4].png,0,2.801,3.082
less_1_[0].png,1,0,1.764
less_1_[1].png,1,0,1.158
less_1_[2].png,1,0,0.945
less_1_[3].png,1,0,1.006
less_1_[4].png,1,0,1.442
less_0_[0].png,0,4.291,1.173
less_0_[1].png,0,6.587,2.218
less_0_[2].png,0,3.381,2.904
less_0_[3].png,0,5.762,2.765
less_0_[4].png,0,25.448,1.845
taking_1_[0].png,1,0,2.355
taking_1_[1].png,1,0,1.151
taking_1_[2].png,1,0,0.903
taking_1_[3].png,1,0,2.156
taking_1_[4].png,1,0,0.662
taking_0_[0].png,0,0.536,2.43
taking_0_[1].png,0,6.444,1.777
taking_0_[2].png,0,1.87,2.233
taking_0_[3].png,0,6.922,2.48
taking_0_[4].png,0,1.302,2.473
literature_1_[0].png,1,0,0.943
literature_1_[1].png,1,0,1.69
literature_1_[2].png,1,0,2.104
literature_1_[3].png,1,0,1.297
literature_1_[4].png,1,0,1.107
literature_0_[0].png,0,0.691,1.857
literature_0_[1].png,0,0.362,1.909
literature_0_[2].png,0,1.575,2.321
literature_0_[3].png,0,2.494,1.433
literature_0_[4].png,0,1.892,3.082
flower_1_[0].png,1,0,2.355
flower_1_[1].png,1,0,1.151
flower_1_[2].png,1,0,0.903
flower_1_[3].png,1,0,2.156
flower_1_[4].png,1,0,0.662
flower_0_[0].png,0,8.008,2.43
flower_0_[1].png,0,0.766,1.777
flower_0_[2].png,0,11.13,2.233
flower_0_[3].png,0,5.034,2.48
flower_0_[4].png,0,1.072,2.473
got_1_[0].png,1,0,0.594
got_1_[1].png,1,0,0.757
got_1_[2].png,1,0,2.564
got_1_[3].png,1,0,2.683
got_1_[4].png,1,0,0.338
got_0_[0].png,0,0.569,1.909
got_0_[1].png,0,10.466,2.835
got_0_[2].png,0,11.124,2.341
got_0_[3].png,0,10.656,2.63
got_0_[4].png,0,5.294,2.685
values_1_[0].png,1,0,0.84
values_1_[1].png,1,0,0.462
values_1_[2].png,1,0,1.075
values_1_[3].png,1,0,1.948
values_1_[4].png,1,0,1.429
values_0_[0].png,0,6.86,1.508
values_0_[1].png,0,4.521,3.181
values_0_[2].png,0,13.174,2.063
values_0_[3].png,0,9.61,2.104
values_0_[4].png,0,4.97,2.299
respective_1_[0].png,1,0,2.355
respective_1_[1].png,1,0,1.151
respective_1_[2].png,1,0,0.903
respective_1_[3].png,1,0,2.156
respective_1_[4].png,1,0,0.662
respective_0_[0].png,0,2.435,2.43
respective_0_[1].png,0,1.952,1.777
respective_0_[2].png,0,2.825,2.233
respective_0_[3].png,0,7.352,2.48
respective_0_[4].png,0,1.582,2.473
felt_1_[0].png,1,0,0.84
felt_1_[1].png,1,0,0.462
felt_1_[2].png,1,0,1.075
felt_1_[3].png,1,0,1.948
felt_1_[4].png,1,0,1.429
felt_0_[0].png,0,16.604,1.508
felt_0_[1].png,0,2.685,3.181
felt_0_[2].png,0,7.038,2.063
felt_0_[3].png,0,20.464,2.104
felt_0_[4].png,0,11.605,2.299
blog_1_[0].png,1,0,1.07
blog_1_[1].png,1,0,0.315
blog_1_[2].png,1,0,0.852
blog_1_[3].png,1,0,0.425
blog_1_[4].png,1,0,1.925
blog_0_[0].png,0,7.647,1.501
blog_0_[1].png,0,1.533,2.048
blog_0_[2].png,0,4.154,3.024
blog_0_[3].png,0,4.823,3.021
blog_0_[4].png,0,4.583,2.941
division_1_[0].png,1,0,0.464
division_1_[1].png,1,0,0.569
division_1_[2].png,1,0,1.946
division_1_[3].png,1,0,2.091
division_1_[4].png,1,0,1.426
division_0_[0].png,0,4.534,2.361
division_0_[1].png,0,13.349,2.766
division_0_[2].png,0,5.8,2.523
division_0_[3].png,0,3.993,2.58
division_0_[4].png,0,3.093,2.339
parent_1_[0].png,1,0,0.84
parent_1_[1].png,1,0,0.462
parent_1_[2].png,1,0,1.075
parent_1_[3].png,1,0,1.948
parent_1_[4].png,1,0,1.429
parent_0_[0].png,0,2.386,1.508
parent_0_[1].png,0,1.897,3.181
parent_0_[2].png,0,8.243,2.063
parent_0_[3].png,0,0.819,2.104
parent_0_[4].png,0,2.836,2.299
personnel_1_[0].png,1,0,0.464
personnel_1_[1].png,1,0,0.569
personnel_1_[2].png,1,0,1.946
personnel_1_[3].png,1,0,2.091
personnel_1_[4].png,1,0,1.426
personnel_0_[0].png,0,9.133,2.361
personnel_0_[1].png,0,2.184,2.766
personnel_0_[2].png,0,2.122,2.523
personnel_0_[3].png,0,3.057,2.58
personnel_0_[4].png,0,8.673,2.339
party_1_[0].png,1,0,1.257
party_1_[1].png,1,0,1.663
party_1_[2].png,1,0,1.482
party_1_[3].png,1,0,1.784
party_1_[4].png,1,0,2.006
party_0_[0].png,0,8.523,2.61
party_0_[1].png,0,19.265,2.501
party_0_[2].png,0,6.709,2.145
party_0_[3].png,0,2.512,2.544
party_0_[4].png,0,1.771,2.011
coming_1_[0].png,1,0,0.624
coming_1_[1].png,1,0,0.581
coming_1_[2].png,1,0,2.045
coming_1_[3].png,1,0,1.386
coming_1_[4].png,1,0,0.791
coming_0_[0].png,0,45.084,2.504
coming_0_[1].png,0,4.072,2.448
coming_0_[2].png,0,2.325,3.096
coming_0_[3].png,0,1.226,2.463
coming_0_[4].png,0,5.88,2.633
spanish_1_[0].png,1,0,0.464
spanish_1_[1].png,1,0,0.569
spanish_1_[2].png,1,0,1.946
spanish_1_[3].png,1,0,2.091
spanish_1_[4].png,1,0,1.426
spanish_0_[0].png,0,5.952,2.361
spanish_0_[1].png,0,8.942,2.766
spanish_0_[2].png,0,2.746,2.523
spanish_0_[3].png,0,2.356,2.58
spanish_0_[4].png,0,0.051,2.339
passed_1_[0].png,1,0,0.624
passed_1_[1].png,1,0,0.581
passed_1_[2].png,1,0,2.045
passed_1_[3].png,1,0,1.386
passed_1_[4].png,1,0,0.791
passed_0_[0].png,0,7.733,2.504
passed_0_[1].png,0,3.435,2.448
passed_0_[2].png,0,7.25,3.096
passed_0_[3].png,0,0.42,2.463
passed_0_[4].png,0,9.364,2.633
payment_1_[0].png,1,0,1.427
payment_1_[1].png,1,0,1.62
payment_1_[2].png,1,0,1.078
payment_1_[3].png,1,0,0.55
payment_1_[4].png,1,0,2.252
payment_0_[0].png,0,8.483,2.617
payment_0_[1].png,0,1.393,2.391
payment_0_[2].png,0,3.34,2.499
payment_0_[3].png,0,1.013,2.291
payment_0_[4].png,0,0.022,2.632
tuesday_1_[0].png,1,0,0.967
tuesday_1_[1].png,1,0,0.39
tuesday_1_[2].png,1,0,1.625
tuesday_1_[3].png,1,0,1.429
tuesday_1_[4].png,1,0,1.71
tuesday_0_[0].png,0,4.106,2.451
tuesday_0_[1].png,0,12.538,2.0
tuesday_0_[2].png,0,2.07,1.42
tuesday_0_[3].png,0,2.563,2.764
tuesday_0_[4].png,0,2.289,1.963
michigan_1_[0].png,1,0,0.624
michigan_1_[1].png,1,0,0.581
michigan_1_[2].png,1,0,2.045
michigan_1_[3].png,1,0,1.386
michigan_1_[4].png,1,0,0.791
michigan_0_[0].png,0,3.618,2.504
michigan_0_[1].png,0,4.038,2.448
michigan_0_[2].png,0,2.926,3.096
michigan_0_[3].png,0,3.303,2.463
michigan_0_[4].png,0,1.726,2.633
supplied_1_[0].png,1,0,0.967
supplied_1_[1].png,1,0,0.39
supplied_1_[2].png,1,0,1.625
supplied_1_[3].png,1,0,1.429
supplied_1_[4].png,1,0,1.71
supplied_0_[0].png,0,3.316,2.451
supplied_0_[1].png,0,2.399,2.0
supplied_0_[2].png,0,2.393,1.42
supplied_0_[3].png,0,2.46,2.764
supplied_0_[4].png,0,2.034,1.963
object_1_[0].png,1,0,1.771
object_1_[1].png,1,0,1.249
object_1_[2].png,1,0,0.835
object_1_[3].png,1,0,0.578
object_1_[4].png,1,0,0.462
object_0_[0].png,0,4.236,2.556
object_0_[1].png,0,0.107,1.94
object_0_[2].png,0,8.123,2.034
object_0_[3].png,0,6.425,3.099
object_0_[4].png,0,2.664,1.276
columbia_1_[0].png,1,0,0.967
columbia_1_[1].png,1,0,0.39
columbia_1_[2].png,1,0,1.625
columbia_1_[3].png,1,0,1.429
columbia_1_[4].png,1,0,1.71
columbia_0_[0].png,0,0.502,2.451
columbia_0_[1].png,0,2.378,2.0
columbia_0_[2].png,0,0.39,1.42
columbia_0_[3].png,0,0.56,2.764
columbia_0_[4].png,0,2.02,1.963
equipment_1_[0].png,1,0,1.821
equipment_1_[1].png,1,0,0.928
equipment_1_[2].png,1,0,0.534
equipment_1_[3].png,1,0,1.21
equipment_1_[4].png,1,0,1.639
equipment_0_[0].png,0,6.966,3.248
equipment_0_[1].png,0,0.378,1.636
equipment_0_[2].png,0,5.705,2.429
equipment_0_[3].png,0,0.025,2.083
equipment_0_[4].png,0,3.396,2.428
identified_1_[0].png,1,0,1.771
identified_1_[1].png,1,0,1.249
identified_1_[2].png,1,0,0.835
identified_1_[3].png,1,0,0.578
identified_1_[4].png,1,0,0.462
identified_0_[0].png,0,2.448,2.556
identified_0_[1].png,0,0.502,1.94
identified_0_[2].png,0,8.904,2.034
identified_0_[3].png,0,1.165,3.099
identified_0_[4].png,0,2.31,1.276
lesbian_1_[0].png,1,0,1.293
lesbian_1_[1].png,1,0,1.348
lesbian_1_[2].png,1,0,0.778
lesbian_1_[3].png,1,0,1.759
lesbian_1_[4].png,1,0,0.405
lesbian_0_[0].png,0,4.507,2.641
lesbian_0_[1].png,0,4.747,2.807
lesbian_0_[2].png,0,8.27,2.273
lesbian_0_[3].png,0,5.012,1.96
lesbian_0_[4].png,0,5.702,1.15
login_1_[0].png,1,0,1.09
login_1_[1].png,1,0,1.422
login_1_[2].png,1,0,1.08
login_1_[3].png,1,0,0.806
login_1_[4].png,1,0,0.843
login_0_[0].png,0,14.048,2.821
login_0_[1].png,0,7.035,2.883
login_0_[2].png,0,3.198,1.676
login_0_[3].png,0,1.05,3.265
login_0_[4].png,0,2.692,3.572
setting_1_[0].png,1,0,1.771
setting_1_[1].png,1,0,1.249
setting_1_[2].png,1,0,0.835
setting_1_[3].png,1,0,0.578
setting_1_[4].png,1,0,0.462
setting_0_[0].png,0,2.951,2.556
setting_0_[1].png,0,0.039,1.94
setting_0_[2].png,0,3.134,2.034
setting_0_[3].png,0,2.657,3.099
setting_0_[4].png,0,1.752,1.276
falls_1_[0].png,1,0,1.293
falls_1_[1].png,1,0,1.348
falls_1_[2].png,1,0,0.778
falls_1_[3].png,1,0,1.759
falls_1_[4].png,1,0,0.405
falls_0_[0].png,0,1.941,2.641
falls_0_[1].png,0,4.527,2.807
falls_0_[2].png,0,4.195,2.273
falls_0_[3].png,0,6.138,1.96
falls_0_[4].png,0,16.199,1.15
appropriate_1_[0].png,1,0,0.534
appropriate_1_[1].png,1,0,1.131
appropriate_1_[2].png,1,0,1.832
appropriate_1_[3].png,1,0,2.715
appropriate_1_[4].png,1,0,1.913
appropriate_0_[0].png,0,3.078,1.812
appropriate_0_[1].png,0,2.557,1.882
appropriate_0_[2].png,0,3.407,2.501
appropriate_0_[3].png,0,6.548,1.881
appropriate_0_[4].png,0,1.984,1.909
student_1_[0].png,1,0,1.988
student_1_[1].png,1,0,2.783
student_1_[2].png,1,0,0.757
student_1_[3].png,1,0,0.793
student_1_[4].png,1,0,2.094
student_0_[0].png,0,5.841,2.169
student_0_[1].png,0,3.904,2.786
student_0_[2].png,0,2.272,2.365
student_0_[3].png,0,1.55,2.6
student_0_[4].png,0,2.71,1.649
dr_1_[0].png,1,0,1.293
dr_1_[1].png,1,0,1.348
dr_1_[2].png,1,0,0.778
dr_1_[3].png,1,0,1.759
dr_1_[4].png,1,0,0.405
dr_0_[0].png,0,3.136,2.641
dr_0_[1].png,0,9.869,2.807
dr_0_[2].png,0,2.872,2.273
dr_0_[3].png,0,30.695,1.96
dr_0_[4].png,0,25.888,1.15
pic_1_[0].png,1,0,0.534
pic_1_[1].png,1,0,1.131
pic_1_[2].png,1,0,1.832
pic_1_[3].png,1,0,2.715
pic_1_[4].png,1,0,1.913
pic_0_[0].png,0,17.365,1.812
pic_0_[1].png,0,1.574,1.882
pic_0_[2].png,0,2.67,2.501
pic_0_[3].png,0,18.835,1.881
pic_0_[4].png,0,0.999,1.909
let_1_[0].png,1,0,1.494
let_1_[1].png,1,0,0.325
let_1_[2].png,1,0,1.913
let_1_[3].png,1,0,0.508
let_1_[4].png,1,0,0.738
let_0_[0].png,0,0.159,1.98
let_0_[1].png,0,9.929,1.715
let_0_[2].png,0,2.259,2.084
let_0_[3].png,0,4.52,2.575
let_0_[4].png,0,10.161,1.541
scale_1_[0].png,1,0,0.534
scale_1_[1].png,1,0,1.131
scale_1_[2].png,1,0,1.832
scale_1_[3].png,1,0,2.715
scale_1_[4].png,1,0,1.913
scale_0_[0].png,0,11.733,1.812
scale_0_[1].png,0,10.623,1.882
scale_0_[2].png,0,9.316,2.501
scale_0_[3].png,0,7.93,1.881
scale_0_[4].png,0,8.531,1.909
machine_1_[0].png,1,0,1.76
machine_1_[1].png,1,0,0.561
machine_1_[2].png,1,0,1.065
machine_1_[3].png,1,0,1.752
machine_1_[4].png,1,0,0.503
machine_0_[0].png,0,0.113,2.202
machine_0_[1].png,0,6.48,2.231
machine_0_[2].png,0,1.148,1.633
machine_0_[3].png,0,9.966,2.301
machine_0_[4].png,0,4.133,1.67
soul_1_[0].png,1,0,1.76
soul_1_[1].png,1,0,0.561
soul_1_[2].png,1,0,1.065
soul_1_[3].png,1,0,1.752
soul_1_[4].png,1,0,0.503
soul_0_[0].png,0,7.212,2.202
soul_0_[1].png,0,1.461,2.231
soul_0_[2].png,0,6.795,1.633
soul_0_[3].png,0,7.896,2.301
soul_0_[4].png,0,4.685,1.67
stand_1_[0].png,1,0,1.76
stand_1_[1].png,1,0,0.561
stand_1_[2].png,1,0,1.065
stand_1_[3].png,1,0,1.752
stand_1_[4].png,1,0,0.503
stand_0_[0].png,0,3.756,2.202
stand_0_[1].png,0,1.608,2.231
stand_0_[2].png,0,0.607,1.633
stand_0_[3].png,0,0.384,2.301
stand_0_[4].png,0,0.674,1.67
programs_1_[0].png,1,0,1.895
programs_1_[1].png,1,0,1.117
programs_1_[2].png,1,0,1.989
programs_1_[3].png,1,0,0.223
programs_1_[4].png,1,0,0.905
programs_0_[0].png,0,7.307,2.741
programs_0_[1].png,0,4.193,2.85
programs_0_[2].png,0,11.179,1.846
programs_0_[3].png,0,2.848,1.625
programs_0_[4].png,0,0.413,2.014
aids_1_[0].png,1,0,1.612
aids_1_[1].png,1,0,1.273
aids_1_[2].png,1,0,2.306
aids_1_[3].png,1,0,1.455
aids_1_[4].png,1,0,0.462
aids_0_[0].png,0,0.253,2.028
aids_0_[1].png,0,1.438,2.393
aids_0_[2].png,0,1.315,1.874
aids_0_[3].png,0,9.193,1.972
aids_0_[4].png,0,0.696,2.269
logo_1_[0].png,1,0,1.612
logo_1_[1].png,1,0,1.273
logo_1_[2].png,1,0,2.306
logo_1_[3].png,1,0,1.455
logo_1_[4].png,1,0,0.462
logo_0_[0].png,0,2.649,2.028
logo_0_[1].png,0,2.693,2.393
logo_0_[2].png,0,2.133,1.874
logo_0_[3].png,0,15.595,1.972
logo_0_[4].png,0,0.98,2.269
economy_1_[0].png,1,0,1.612
economy_1_[1].png,1,0,1.273
economy_1_[2].png,1,0,2.306
economy_1_[3].png,1,0,1.455
economy_1_[4].png,1,0,0.462
economy_0_[0].png,0,1.761,2.028
economy_0_[1].png,0,1.894,2.393
economy_0_[2].png,0,0.97,1.874
economy_0_[3].png,0,14.194,1.972
economy_0_[4].png,0,0.167,2.269
offers_1_[0].png,1,0,0.864
offers_1_[1].png,1,0,1.687
offers_1_[2].png,1,0,0.671
offers_1_[3].png,1,0,1.031
offers_1_[4].png,1,0,0.68
offers_0_[0].png,0,3.458,2.278
offers_0_[1].png,0,7.468,2.149
offers_0_[2].png,0,8.519,1.474
offers_0_[3].png,0,1.086,1.851
offers_0_[4].png,0,2.778,2.655
opinions_1_[0].png,1,0,0.984
opinions_1_[1].png,1,0,0.266
opinions_1_[2].png,1,0,0.723
opinions_1_[3].png,1,0,0.974
opinions_1_[4].png,1,0,0.556
opinions_0_[0].png,0,3.78,2.316
opinions_0_[1].png,0,3.668,1.24
opinions_0_[2].png,0,8.286,3.216
opinions_0_[3].png,0,0.156,3.46
opinions_0_[4].png,0,6.469,2.54
length_1_[0].png,1,0,0.984
length_1_[1].png,1,0,0.266
length_1_[2].png,1,0,0.723
length_1_[3].png,1,0,0.974
length_1_[4].png,1,0,0.556
length_0_[0].png,0,5.522,2.316
length_0_[1].png,0,6.254,1.24
length_0_[2].png,0,7.828,3.216
length_0_[3].png,0,4.839,3.46
length_0_[4].png,0,7.156,2.54
highest_1_[0].png,1,0,0.984
highest_1_[1].png,1,0,0.266
highest_1_[2].png,1,0,0.723
highest_1_[3].png,1,0,0.974
highest_1_[4].png,1,0,0.556
highest_0_[0].png,0,1.797,2.316
highest_0_[1].png,0,5.02,1.24
highest_0_[2].png,0,1.132,3.216
highest_0_[3].png,0,3.682,3.46
highest_0_[4].png,0,4.444,2.54
legal_1_[0].png,1,0,1.253
legal_1_[1].png,1,0,1.841
legal_1_[2].png,1,0,0.553
legal_1_[3].png,1,0,1.216
legal_1_[4].png,1,0,1.908
legal_0_[0].png,0,1.316,2.758
legal_0_[1].png,0,6.788,1.929
legal_0_[2].png,0,5.332,2.765
legal_0_[3].png,0,1.902,2.137
legal_0_[4].png,0,11.047,1.964
actually_1_[0].png,1,0,1.191
actually_1_[1].png,1,0,1.145
actually_1_[2].png,1,0,2.576
actually_1_[3].png,1,0,1.467
actually_1_[4].png,1,0,0.753
actually_0_[0].png,0,15.141,2.94
actually_0_[1].png,0,1.351,2.193
actually_0_[2].png,0,5.259,1.493
actually_0_[3].png,0,5.607,2.368
actually_0_[4].png,0,5.701,2.095
promote_1_[0].png,1,0,1.191
promote_1_[1].png,1,0,1.145
promote_1_[2].png,1,0,2.576
promote_1_[3].png,1,0,1.467
promote_1_[4].png,1,0,0.753
promote_0_[0].png,0,0.619,2.94
promote_0_[1].png,0,0.962,2.193
promote_0_[2].png,0,2.468,1.493
promote_0_[3].png,0,6.884,2.368
promote_0_[4].png,0,2.997,2.095
helpful_1_[0].png,1,0,1.191
helpful_1_[1].png,1,0,1.145
helpful_1_[2].png,1,0,2.576
helpful_1_[3].png,1,0,1.467
helpful_1_[4].png,1,0,0.753
helpful_0_[0].png,0,1.063,2.94
helpful_0_[1].png,0,4.922,2.193
helpful_0_[2].png,0,2.279,1.493
helpful_0_[3].png,0,3.806,2.368
helpful_0_[4].png,0,8.26,2.095
nice_1_[0].png,1,0,1.51
nice_1_[1].png,1,0,0.627
nice_1_[2].png,1,0,1.233
nice_1_[3].png,1,0,1.706
nice_1_[4].png,1,0,1.317
nice_0_[0].png,0,0.431,2.779
nice_0_[1].png,0,5.277,2.753
nice_0_[2].png,0,7.24,2.383
nice_0_[3].png,0,3.162,1.772
nice_0_[4].png,0,7.216,2.791
above_1_[0].png,1,0,0.927
above_1_[1].png,1,0,0.637
above_1_[2].png,1,0,1.489
above_1_[3].png,1,0,1.758
above_1_[4].png,1,0,1.459
above_0_[0].png,0,0.463,2.392
above_0_[1].png,0,3.579,2.909
above_0_[2].png,0,13.509,2.996
above_0_[3].png,0,1.031,2.698
above_0_[4].png,0,6.662,2.136
stated_1_[0].png,1,0,1.51
stated_1_[1].png,1,0,0.627
stated_1_[2].png,1,0,1.233
stated_1_[3].png,1,0,1.706
stated_1_[4].png,1,0,1.317
stated_0_[0].png,0,1.134,2.779
stated_0_[1].png,0,6.227,2.753
stated_0_[2].png,0,0.901,2.383
stated_0_[3].png,0,8.132,1.772
stated_0_[4].png,0,2.302,2.791
score_1_[0].png,1,0,0.994
score_1_[1].png,1,0,1.396
score_1_[2].png,1,0,0.582
score_1_[3].png,1,0,0.417
score_1_[4].png,1,0,1.844
score_0_[0].png,0,9.147,2.404
score_0_[1].png,0,0.135,1.855
score_0_[2].png,0,4.403,2.098
score_0_[3].png,0,4.74,2.712
score_0_[4].png,0,2.942,1.933
monthly_1_[0].png,1,0,1.51
monthly_1_[1].png,1,0,0.627
monthly_1_[2].png,1,0,1.233
monthly_1_[3].png,1,0,1.706
monthly_1_[4].png,1,0,1.317
monthly_0_[0].png,0,5.441,2.779
monthly_0_[1].png,0,1.036,2.753
monthly_0_[2].png,0,5.63,2.383
monthly_0_[3].png,0,7.576,1.772
monthly_0_[4].png,0,1.875,2.791
recent_1_[0].png,1,0,1.558
recent_1_[1].png,1,0,1.005
recent_1_[2].png,1,0,1.45
recent_1_[3].png,1,0,1.317
recent_1_[4].png,1,0,1.482
recent_0_[0].png,0,0.064,3.04
recent_0_[1].png,0,4.082,2.744
recent_0_[2].png,0,4.871,2.723
recent_0_[3].png,0,5.499,1.764
recent_0_[4].png,0,11.086,2.107
stats_1_[0].png,1,0,0.994
stats_1_[1].png,1,0,1.396
stats_1_[2].png,1,0,0.582
stats_1_[3].png,1,0,0.417
stats_1_[4].png,1,0,1.844
stats_0_[0].png,0,4.177,2.404
stats_0_[1].png,0,14.806,1.855
stats_0_[2].png,0,5.286,2.098
stats_0_[3].png,0,10.728,2.712
stats_0_[4].png,0,6.454,1.933
statistics_1_[0].png,1,0,0.272
statistics_1_[1].png,1,0,2.101
statistics_1_[2].png,1,0,0.585
statistics_1_[3].png,1,0,1.667
statistics_1_[4].png,1,0,1.359
statistics_0_[0].png,0,7.086,2.141
statistics_0_[1].png,0,3.893,2.349
statistics_0_[2].png,0,1.679,3.189
statistics_0_[3].png,0,2.658,2.844
statistics_0_[4].png,0,4.115,3.327
critical_1_[0].png,1,0,0.994
critical_1_[1].png,1,0,1.396
critical_1_[2].png,1,0,0.582
critical_1_[3].png,1,0,0.417
critical_1_[4].png,1,0,1.844
critical_0_[0].png,0,0.793,2.404
critical_0_[1].png,0,1.932,1.855
critical_0_[2].png,0,3.982,2.098
critical_0_[3].png,0,3.391,2.712
critical_0_[4].png,0,0.657,1.933
park_1_[0].png,1,0,1.241
park_1_[1].png,1,0,1.083
park_1_[2].png,1,0,0.88
park_1_[3].png,1,0,1.265
park_1_[4].png,1,0,1.475
park_0_[0].png,0,14.771,2.456
park_0_[1].png,0,0.651,2.475
park_0_[2].png,0,12.307,2.455
park_0_[3].png,0,2.152,1.465
park_0_[4].png,0,14.124,1.472
hawaii_1_[0].png,1,0,0.272
hawaii_1_[1].png,1,0,2.101
hawaii_1_[2].png,1,0,0.585
hawaii_1_[3].png,1,0,1.667
hawaii_1_[4].png,1,0,1.359
hawaii_0_[0].png,0,0.569,2.141
hawaii_0_[1].png,0,4.995,2.349
hawaii_0_[2].png,0,3.315,3.189
hawaii_0_[3].png,0,7.601,2.844
hawaii_0_[4].png,0,3.068,3.327
client_1_[0].png,1,0,1.764
client_1_[1].png,1,0,1.158
client_1_[2].png,1,0,0.945
client_1_[3].png,1,0,1.006
client_1_[4].png,1,0,1.442
client_0_[0].png,0,4.087,1.173
client_0_[1].png,0,8.2,2.218
client_0_[2].png,0,4.152,2.904
client_0_[3].png,0,6.817,2.765
client_0_[4].png,0,4.432,1.845
frame_1_[0].png,1,0,0.272
frame_1_[1].png,1,0,2.101
frame_1_[2].png,1,0,0.585
frame_1_[3].png,1,0,1.667
frame_1_[4].png,1,0,1.359
frame_0_[0].png,0,5.38,2.141
frame_0_[1].png,0,9.643,2.349
frame_0_[2].png,0,5.926,3.189
frame_0_[3].png,0,13.204,2.844
frame_0_[4].png,0,2.416,3.327
stores_1_[0].png,1,0,0.571
stores_1_[1].png,1,0,1.863
stores_1_[2].png,1,0,0.932
stores_1_[3].png,1,0,0.531
stores_1_[4].png,1,0,1.347
stores_0_[0].png,0,3.411,1.868
stores_0_[1].png,0,1.649,2.398
stores_0_[2].png,0,0.454,2.305
stores_0_[3].png,0,4.906,2.758
stores_0_[4].png,0,6.888,3.018
professionals_1_[0].png,1,0,1.764
professionals_1_[1].png,1,0,1.158
professionals_1_[2].png,1,0,0.945
professionals_1_[3].png,1,0,1.006
professionals_1_[4].png,1,0,1.442
professionals_0_[0].png,0,0.171,1.173
professionals_0_[1].png,0,2.256,2.218
professionals_0_[2].png,0,1.848,2.904
professionals_0_[3].png,0,2.405,2.765
professionals_0_[4].png,0,4.546,1.845
ok_1_[0].png,1,0,0.594
ok_1_[1].png,1,0,0.757
ok_1_[2].png,1,0,2.564
ok_1_[3].png,1,0,2.683
ok_1_[4].png,1,0,0.338
ok_0_[0].png,0,7.731,1.909
ok_0_[1].png,0,13.773,2.835
ok_0_[2].png,0,3.052,2.341
ok_0_[3].png,0,0.243,2.63
ok_0_[4].png,0,11.055,2.685
musical_1_[0].png,1,0,1.764
musical_1_[1].png,1,0,1.158
